,text,label
1446,"mampir ke sini setelah dari lembang . nama nya saja sudah unik bakso boedjangan : d dan saya pesan bakso super pedas di isi bakso nya itu selain daging ada cabe nya . pokok nya sangat direkomendasikan banget , menu nya lumayan banyak",positive
1447,hemat,positive
1448,"makanan cepat saji terkadang memang lebih praktis dan mudah di dapat , terutama di saat kita lapar . mcd dago terletak disimpang dago . letak nya sangat strategis sehingga mudah untuk dijangkau . tempat nya cukup luas , jadi bisa dipakai untuk berkumpul dan makan rame-rame bareng teman .",positive
1449,"kopi di morning glory ini salah satu yang terbaik di kota bandung . selain menyediakan kopi espreso , di sini juga menyediakan kopi chemex v90 dan sebagai nya untuk merasakan kopi priangan yang memiliki rasa fruity . untuk yang suka dengan kopi manis , caramel machiatto nya berasa segar dengan kombinasi karamel manis dengan kopi espresso nya . kalau buat makan , biasanya saya makan chicken bowl . cocok .",positive
1450,"ke sini hanya beli batagor saja , di mana per biji sekarang rp . 12.000 , - . agak kaget juga karena terakhir ke sini harga / biji rp . 9.000 , - . naik nya jauh sekali . tapi karena rasa batagor nya enak , tetap beli 20 biji . biasanya saya selalu beli mie ayam yamin yang merupakan favorit selain batagor , namun sayang waktu tak memungkinkan . selanjutnya tim semoga bisa .",positive
1451,tempat yang sedikit jauh dari kota bandung ini sangat cocok untuk pergi bersama teman maupun keluarga . yang kurang lebih 30 menit dari pusat kota bandung ini . tempat yang pas untuk kumpul keluarga atau reuni bersama teman lama . mempunyai pemandagan yang terbilang cukup bagus dan bisa sambil foto-foto juga,positive
1452,the beginning lagu nya berkelas banget . jadi cinta produk indonesia < 3 : d,positive
1453,saya sugihburamg bandung asli mendukung dan menginginkan ridwan kamil dapat melenggang mulus untuk duduk di jawa barat 1 yang memaki keinganan masyarakat .,positive
1454,"waktu datang ke sana melihat pilihan menu nya banyak sekali rasa nyata ini pas nyobain juga rasanya enak yang makanan thailand tea , lemon , sama yang berat bila bila bola itu enak",positive
1455,resto ini letak nya cukup jauh dan melalui jalan yang berli ku . namun pemandangan yang disajikan sangat indah dan suasana nya juga sangat mantap . cocok untuk keluarga maupun dengan teman bisnis,positive
1456,bakmi rica kejaksaan : enak rasanya dan juga pedas nya . sejak saya masih bujangan sering-sering ke bakmi rica kejaksaan,positive
1457,"untuk para traveler penggemar makanan cina makanan yang berencana travelling ke kota bandung wajib mencoba makanan di restoran queen . restoran ini telah ada sejak tahun 1970an dan menjadi restoran makanan cina makanan paling terkenal di kota bandung . menu favorit yang sering kami pesan yaitu sup hisit , tim ikan , mi goreng dan sapo tahu . harga nya sedikit mahal namun itu sebanding dengan cita rasanya .",positive
1458,saya senang berbelanja di ramayana,positive
1459,"ayam goreng zaman dahulu yang entah mulai kapan mereka menyajikan ayam goreng yang khas sejak masa kecil saya telah ada . jika anda berkunjung ke rumah makan ini perlu menyesuaikan ekspektasi , ini bukan fine dining resto , bistro atau semacam nya . jadi jangan harapkan ada pelayan yang stand by menerangkan menu / wine daftar untuk dipilih .",positive
1460,"merayakan ulang tahun istri tercinta saya sengaja memilih tempat ini , terutama diruang di luar , suasana nyaman , tenang dan suara lift musik yang terdengar sayup-sayup terasa lebih mantap , tapi yang tidak kalah penting adalah makanan nya yang hampir rata-rata oke punya , saya sudah sangat sering berkunjung ketempat ini hampir semua makanan nya oke , hanya saja harga nya memang agak mahal he he he namun terbayar dengan yang didapatkan .",positive
1461,"golden monkey selalu menjadi pilihan tempat nongkrong alternatif bagi saya . kafe ini menawarkan berbagai macam jenis makanan mulai dari pasta , pizza , hingga masakan indonesia ataupun hanya sekedar makanan ringan . pilihan minuman yang ditawarkan sangat beragam mulai dari juice , olahan soda , berbagai jenis teh , bir , hingga minuman beralkohol lainnya . berlokasi di jalan dago , sangat strategis , dan yang paling penting adalah harga nya yang sangat bersahabat .",positive
1462,gembira,positive
1463,"nah braga permai langganan saya dan rekan kerja saya makan siang . terletak di jalan braga , ya cukup jalan kaki saja dari kantor saya . setiap makan siang , ada paket murah yang ditawarkan mulai dari 15 ribuan , menu nya pun macam-macam , ada nasi goreng , soto ayam , sate , fuyunghai , dan lain-lain , pokok nya rekomendasi dengan harga terjangkau .",positive
1464,"tidak pernah hilang dari menu yang disantap adalah bawang putih bakar . bagi sebagian pengunjung bawang putih ini mungkin kurang digemari , namun berbeda dengan di cina tenpat dulu pernah tinggal , kegemaran makan bawang putih bisa dipenuhi di hanamasa .",positive
1465,"bakso yang unik . bakso dengan jenis jenis isian yang berbeda . ada yang isi keju , daging cincang pedas dan urat . saya memilih cincang daging pedas ehmmmm rasanya sesuai dengan nama nya . harga nya murah , tempat bersih .",positive
1466,"lokasi nya tepat di bawah hotel jadi tidak terlalu ramai , jadi tidak perlu bingung untuk mencari lokasi tempat duduk .",positive
1467,nikmat sekali sate nya lembut daging nya dan tidak bau dan suasana tempat nya pun enak cocok untuk pgie bersama keluarga,positive
1468,"begitu masuk agak binggung karena masakan nya tinggal pilih dan sudah jadi , tapi ternyata masakan nya bisa digoreng atau dipanaskan kembali . harga nya murah dan enak juga . bisa menambah sambal dan lalapan sepuas nya .",positive
1469,"saya dan pasangan tanggal 05 february 2016 , makan siang di restoran ini . saya memesan tahu pletok dan mi spagheti tektek yang sangat lezat , serta pasangan saya memesan nasi goreng mawut dan salse traditional . semua rasanya sangat mengundang selera , khas nusantara dan lezat dengan harga yang terjangkau . saya pasti datang ke tempat ini lagi .",positive
1470,restoran yang terletak di dalam kartika sari dago ini mempunyai beragam menu makanan dan minuman . makanan yang disajikan mempunyai citra rasa yang baik .,positive
1471,tempat makan yang enak dengan khas rasa thailand dengan harga makanan dan minuman yang cukup murah cocok untuk makan pagi bersama pasangan dengan pemandangan taman yang asri,positive
1472,"keluarga kami suka gurame goreng nya , bumbu nya meresap . selalu ludes . ayam goreng dan ayam ungkep nya juga enak . buat yang suka segar bisa pilih sop gurame dan sop buntut nya . di sini juga sedia nasi merah . jika berkumpul bersama keluarga , pilih lesehan . satu satu nya yang tidak enak lahan parkir nya , apalagi jika hari kerja karena lokasi nya dekat sekolahan . susah parkir nya .",positive
1473,"terima kasih , pak .",positive
1474,"mau pilih sby , dong .",positive
1475,"awal nya hanya iseng , cari tempat makan yang ada ramen nya di instagram bandung ketemulah dengan si balista sushie tea ini coba ramen dengan mi yang berwarna hitam . rasanya lumayan masih bersahabat sama lidah , tapi kayak nya kemarin kurang pedas saja padahal sudah pesan yang lv 4 / level terpedas untuk menu yang lainnya tidak komentar , karena memang saya pecinta ramen . tapi saya tetap suka sih .",positive
1476,"dengan pemadangan yang indah dimalam hari , disertai udara sejuk kota bandung , kami menikmati zuppa soup yang panas sangatlah nikmat . harga tergolong mahal , namun untuk sekali-kali okelah .",positive
1477,"rasa sambel nya memiliki citarasa tersendiri . anda bisa menikmati ayam goreng , pepes , lalapan , dan makanan khas sunda lainnya dengan harga murah . seorang bisa menikmati hidangan kenyang hanya dengan 25.000 - 30.000 saja .",positive
1478,"dari zaman sama suka banget sama okonomiyaki di sini . sebelumnya sih dia cuma buka seperti soal di peristiwa begitu , tapi sekarang sudah punya kedai sendiri .",positive
1479,lokasi dengan pemandangan alam yang masih natural dan indah . suasana juga sejuk dan tenang . hanya saja banyak nyamuk dan harga makanan relatif mahal .,positive
1480,"tempat makan seafood ala lousiana yang lagi happening , walaupun harga nya agak mahal , tapi rasanya enak , rasa saus nya lezat dan seafood nya tidak mengecewakan",positive
1481,"the kiosk adalah salah sati food court ternama di kota bandung , ada beberapa cabang , salah satu nya adalah di jalan braga menyatu dengan braga city walk . banyak kuliner kota bandung yang terkenal ada di the kiosk , hampir semua ada . harga pun sangat bersahabat di kantong .",positive
1482,"terletak di pusat kota , restoran ini hampir tidak pernah sepi pengunjung . saya sudah berkali-kali memilih tempat ini karena suasana yang sangat nyaman dan makanan yang enak . makanan yang paling saya suka di sini adalah grilled salmon nya . rekomendasi banget .",positive
1483,tempat nya sejuk . kita ditawarkan untuk makan di saung saung dengan pemandangan hutan buatan . ada air terjun dan sungai . restoran sunda . masakan nya enak . harga bersahabat . makan malam juga jadi romantis dengan suasana alam yang dihiasi lampu lampu kecil .,positive
1484,keren memang presiden ku jokowi kami bangga pak,positive
1485,"resto ini selalu ramai pengunjung , masakan nya enak , porsi nya besar , suasana nya nyaman . pelayanan lumayan cepat .",positive
1486,hamburg melting cheese nya biasa saja begitu juga appetiser nya crispy melting balls . pelayanan baik . lokasi di jalan setiabudhi mudah dijangkau .,positive
1487,"tenderloin di sini enak dan empuk , suasana tempo dulu ada di sini , jangan lupa pesan segar juice yang m menyegarkan sebagai padanan steak",positive
1488,menikmati makanan yang lezat dengan pemandangan kota bandung sungguh perpaduan yang sangat bermakna .,positive
1489,menikmati pilihan kuliner dari mulai masakan indonesia sampai dengan masakan internasional bisa dijumpai di sini . disarankan makan malam untuk menikmati suasana santai dengan keluarga maupun rekan kerja . penataan lampu yang bagus bisa menjadi salah satu objek foto buat anda yang ingin meng - update status di gadget anda . selamat menikmati .,positive
1490,"makan ke sana dengan pasangan di malam hari . dapat suasana romantis nya , udara nya sejuk . kebetulan memesan menu rawon , yang walaupun cuaca dingin , tetapi tetap hangat sepanjang malam . harga nya relatif mahal , tapi sepadan dengan pengalaman makan yang didapatkan",positive
1491,"cocok untuk makan malam romantis dengan pasangan ketika merayakan momen berdua , makanan nya enak dan berkelas .",positive
1492,"liburan ke bandung memang tidak bakalan jauh-jauh dari yang nama nya kuliner dan perhentian pertama saya adalah bakso boedjangan yang sebenarnya ada juga di area kelapa gading jakarta , cuma rasanya kurang ya kalau ke bandung dan tidak menyebakan yang di sini . hehehe karena saya ke sini saat masih jam-jam sarapan jadi tempat nya belum terlalu ramai dan kita bisa langsung dapat duduk .",positive
1493,"pertama kali coba martabak manis ini . daging martabak yang berwarna kehijauan , tapi tidak menyebarkan aroma pandan secara menyolok . pengembang yang digunakan tidak menimbulkan rasa pahit di mulut . taburan cokelat , susu dan kacang dalam jumlah yang memadai , sehingga tidak ada rasa saling mendominasi . pas .",positive
1494,"wah , ini orang pada ke sini kalau lagi di bandung , enak banget parah bos ! apalagi yang ada kuah-kuah nya , pas bangetlah , tapi bagi yang muslim harus dipastikan lagi pesanan nya , karena ini ada makanan yang tidak halal bagi muslim . rekomendasi !",positive
1495,bagi teman-teman yang doyan makan . coba deh . mantap,positive
1496,"bakso nya banyak pilihan nya , banyak dan tidak monoton , tempat nya nyaman yang paling kami suka bakso isi sambal pedas nya mantap .",positive
1497,"harga steak dan makanan standar , harga minuman murah < 25k rasa lumayan , tempat nyaman . alternatif menghabiskan malam minggu dengan teman atau keluarga .",positive
1498,"di cabang taman kopo indah , tidak diberikan lalapan . rasa ayam goreng biasa saja , tapi rasa ayam bakar nya enak , hanya saja bagi saya agak terlalu pedas padahal pesan yang sedang . ayam nya benar benar pakai ayam kampung , terasa beda nya . dan porsi nasi nya cukup besar . secara keseluruhan baik cukup puas",positive
1499,buat yang mau nongkrong-nongkrong nongkrong-nongkrong cantik di sini enak nih tempat nya nyaman buat nongkrong menu nya juga lumayan waktu itu pesan milkshake dan lumayan .,positive
1500,"waktu kami datang kami dalam daftar tunggu , walau banyak tersedia kursi kosong , mungkin beberapa tidak terpakai , namun staf tetap ramah walau ada beberapa pelanggan yang tidak senang dengan menunggu sambil melihat banyak kursi yang kosong . order makanan di belakang restoran , dan menu nya lumayan enak bagi kami . ini kunjungan kedua kami , dan satu hal yang mengingatkan kami adalah penjual balon .",positive
1501,tidak kecewa,positive
1502,"salah satu restoran tertinggi di bandung , dengan udara yang sangat sejuk pemandangan yang luar biasa , sangat rugi jika anda melewatkan tempat ini , karena tempat ini sangat cocok untuk menyegarkan jiwa , dengan berbagai jenis chicken quesadillas spring roll yang mantap kopi yang istimewa dengan makanan berat yang nikmat hanya saja harga nya lumayan : bagus pelayanan , dua jempol ke atas humas naik .",positive
1503,"resto ini mempunyai indoor dan garden dengan on men rotan yang dominan dipakai sebagai penghias lampu dan kayu untuk meja kursi . bagian belakang bernuansa kebun yang teduh . penataan nya cukup baik dan serasi . layanan nya baik dan ramah . menu cukup beragam seperti gurame kremes ebi , tahu telor , kerapu saus nyonya , dendeng dua rasa dan masih banyak lagi .",positive
1504,waktu indonesia bercanda lucu banget,positive
1505,"setiap kali ke bandung , saya pasti akan ke resto pak chi met . makanan di pak chi met enak banget . nasi ayam komplit , ayam nya boleh dibakar atau digoreng merupakan makanan pilihan utama di sini .",positive
1506,"lokasi tersebut sangat bagus , sejuk dan pemandangan alami . sangat cocok bagi yang menyukai pemandangan alam dan udara yang sejuk .",positive
1507,"restoran terbaik di bandung dengan semua pilihan makanan nya yang enak dan selalu sempurna , harga yang sangat terjangkau , pelayanan yang selalu memuaskan , dan suasana yang nyaman . setiap kali mengunjungi bandung pasti akan kembali dan makan di sini paling tidak sekali . terus dijaga !",positive
1508,"bagi yang berkunjung ke bandung , saya sangat menyarankan untuk menyempatkan diri untuk ke sini . terletak di lantai 18 hotel trans luxury bandung , kafe / lounge ini menawarkan pemandangan kota bandung yang indah . saat malam hari dapat terlihat lampu-lampu indah sekeliling kota bandung . untuk makanan nya saya hanya mencoba beberapa light bites seperti kentang goreng dan mocktail nya .",positive
1509,beehive mereka salah satu kafe terbaru di bandung . desain nya sangat apik dan nyaman dengan fasilitas parkir yang cukup luas . harga nya cukup mahal namun rasanya enak . saya meme asan steak ikan dengan topping keju di atas nya dan saya sangat menyukai menu tsb.,positive
1510,"mi masak di sini benar-benar enak . porsi nya juga gede , cukup bikin kenyang seharian . mi masak berupa mi lebar dengan kuah berwarna keruh tapi soal rasa juara dunia deh",positive
1511,"ke bandung akhir pekan kemarin untuk kunjungan kerja , menyempatkan mampir ke batagor kingsley untuk makan . ini untuk yang kedua kalinya . dari rasa sih sebenarnya biasa . cuma tempat nya bersih dari tempat-tempat batagor lainnya , jadi nyaman untuk bersama-bersama di sana .",positive
1512,"ada berbagai macam makanan selain pasta di sini . makanan nya modern-modern , makanan barat sama eropa . tempat nya enak dan nyaman untuk ngobrol . karena pesan nya pasta jadi menurut saya pasta nya enak .",positive
1513,"sangat terkenal dengan sajian kopi lokal nya lintong , sidikkalang , aceh gayo , dll. hot cold beverages masing2 tersedia . recommended menu yaitu cream bulle , macchiato con pana . tapi ice rum latte - nya juga tidak kalah rasanya dibanding 3 minuman rekomendasi tersebut kalau ada yang bukan kopi , bisa memesan smoothies , milkshakes atau beer . selain minuman , ada cemilan yang biasa ada dikebanyakan tempat , kentang goreng , . lanjutan",positive
1514,makanan nya lumayan enak . ada makanan barat maupun indonesia . pilihan menu nya banyak . onion ring - nya renyah . sandwich nya juga enak .,positive
1515,"pemandangan malam yang sangat indah , eksklusif , privat resto musik player yang keren . cocok untuk bulan madu , bagus pelayan , bagus services . terima kasih mbak diah saya akan ajak teman saya untuk makan malam di padma resto lagi ya .",positive
1516,"restoran ini memiliki 2 lantai , dan terletak di gedung yang sama dengan tama boutique hotel . sensasi ala-ala korea sudah terasa sejak kita menjejakkan langkah pertama di restoran ini . sehelai hanbok , pakaian tradisional gadis korea tergantung sebagai hiasan di tembok . interior nya pun cukup mewah . makanan yang disediakan restoran ini adalah makanan korea . mereka juga menyediakan barbecue yang pula menyediakan daging non-halal . lanjutan",positive
1517,"saya ke sini malam dengan suami , kami memesan sop ikan , rasanya enak banget , perpadua semua bumbu pas , pas datang juga sop nya masih panas , cocok di makan saat udara dingin , saya sampai menambah 1 porsi lagi untuk sop ikan ini desain restoran nya juga oke banget .",positive
1518,"sudah tiga kali kami sekeluarga ke rumah makan ini . alasan nya sederhana , cukup dekat dengan rumah mertua di buah batu . keunggulan resto ini adalah tempat nya besar , ada kolam ikan dan tempat bermain anak , juga taman yang hijau . juga ada tempat pertemuan besar untuk reuni dengan sound system . tempat parkir nya cukup luas . makanan nya cukup standar masakan sunda .",positive
1519,buat kalian yang sangat menyukai masakan berasa rempah rempah dan pedas kalian harus coba nasi goreng mafia,positive
1520,"karena saya penggemar steak , maka sudah sering saya mencoba banyak restoran yang menyajikan steak sebagai main course nya , dan dari pengalaman saya menjelajah restoran-restoran tersebut , maka pada akhirnya saya sampai pada kesimpulan bahwa kafe chiba di jalan dari . rum bandung inilah yang memiliki menu steak terlezat di bandung . yang menjadi menu favourite bagi saya adalah tenderloin steak nya , di . lanjutan",positive
1521,"ketika datang pertama kali saya ke sini cukup membuat perasaan nyaman dari interior kafe nya . berkonsep dari kayu cukup nyaman untuk dilihat , saya suka kopi di sini awal nya saya di referensikan oleh teman saya untuk ke sini dan pada akhirnya saya mengujungi tempat ini . jika ke sini pesan kopi cold drip , cremebrullee , kopi dengan metode v60 cukup asyik , di sini pilihan makanan nya komplet .",positive
1522,"lupakan diet untuk menikmati sepiring yamin manis pangsit - ceker ! enak dan enak . selain itu orang cina makanan juga disediakan , walaupun memakan waktu persiapan lebih lama daripada sepiring yamin manis , jadi tidak terlalu direkomendasikan apabila datang sudah dalam kondisi lapar . namun makanan nya enak , termasuk kangkung ca hot plate nya .",positive
1523,"halo kali ini saya akan mencoba mencicipi makan di bebek garang jalan braga , bandung , west java , indonesia . suasana restoran nya cukup nyaman , pelayanan nya sangat baik , dan makanan nya sangat enak dan lezat sekali . sambal nya mantap sekali pedas nya , nikmat . saya sangat merekomendasikan untuk mencoba makan di bebek garang ini , harga terjangkau . mari selamat makan bebek garang .",positive
1524,"bagi saudara-saudara yang mau cari tempat makan yang khas sunda , di sini nih tempat nya warung ampera . banyak sih cabang nya . cuma kalau mau makan di sini harus siap-siap mengantre ria deh . karena penggemar nya banyak di sini . tapi makanan nya oke banget deh .",positive
1525,"aku punya teman , yang kalau aku lagi sedih , sampai nangis kejer-kejer , selalu dibawa ke pet shop , dan diajak makan indomie . kadang bahagia sesederhana itu .",positive
1526,"mencoba ikan bakar reds dipo via delivery order , ikan nya dibakar dalam keadaan segar tidak digoreng dulu . sederhana tapi cukup enak",positive
1527,"udara bandung yang dingin pas banget buat makan bakso , bakso malang karapitan sudah punya beberapa cabang di bandung dan menurut saya di jalan . merdeka inilah yang paling mudah di jangkau . lokasi di dekat mal dan toko buku terkemuka di indonesia jadi kalau sudah belanja dan perut lapar terus cari makanan yang enak ya bakso malang karapitan bisa jadi pilihan .",positive
1528,"pilihan menu nya sebenarnya biasa saja , tetapi yang membuat nya menjadi luar biasa adalah suasana makan nya . anda dapat memilih makan dengan suasana food court yang luas disertai pemandangan taman bunga tentunya dengan modal yang terbatas atau bisa juga makan dengan suasana masuk di ruangan bak kepompong dengan pemandangan berbagai macam tumbuhan atau bisa juga makan di gazebo tengah danau di mana .",positive
1529,"di kfc dago ini tempat nya luas dan nyaman . kalau ke sini enak nya siang-siang karena masih sepi . wifi di sini juga lumayan kencang dibanding kfc yang lain , mungkin karena banyak mahasiswa juga yang ke sini buat tugas . hehehe",positive
1530,"untuk makan sambil memanjakan mata dengan pemandangan yang indah dipakar kafe tempat nya menu makanan yang tersaji tidak jauh beda sih dengan kafe pada umum nya tetapi tempat nya ini yang bukan keren terletak di atas tebing teman hahhahaha mau makan saja harus perjuangan naik nya tetapi keren banget pemandangan nya , kalau mau datang pas tinggi season mending reservasi dulu biar tidak kena daftar tunggu .",positive
1531,"pusat oleh-oleh makanan ringan ini tidak hanya menyediakan makanan ringan khas bandung tetapi juga makanan khas daerah lainnya . walaupun terdapat banyak pilihan , namun makaroni setan nya menjadi primadona buat ku karena rangup dan pedas nya enak . sesuai dengan nama nya . memang tidak akan dilupakan rasanya deh . : d tidak menyesal beli banyak",positive
1532,"restoran dengan konsep alam , udara dingin di malam hari . makanan favorit saya di sini sop buntut goreng yang enak .",positive
1533,"lokasi dan arsitektur tempat ini oke banget , cuma kalau makanan dan minuman di sini tidak terlalu istimewa . enak buat bunuh bareng teman-teman .",positive
1534,"balcony , berlokasi di hotel bilique , letak nya tidak jauh dari belokan terminal ledeng ke arah the peak ataupun kampung daun , di resto ini jenis masakan sop buntut atau buntut goreng nya yang sangat enak !",positive
1535,"tempat makan yang berbeda dengan makanan yang biasa ditemui di daerah lembang . setelah beberapa hari makan ala sunda , makan di tempat ini sangat menyegarkan . apalagi di malam hari saat kabut mulai turun dan dingin mengelilingi lembang . makan sup asparagus merupakan pilihan yang tepat . porsi besar . karena hanya 2 orang dewasa dan 2 orang anak kecil , pemilik menyarankan pesan setengah porsi .",positive
1536,"makan di tempat ini tergolong unik karena menggunakan daun pisang sebagai ganti piring . untunglah menu yang disediakan tidak berupa kuah seperti soto , sehingga kita tidak khawatir jika kuah nya tumpah . makanan dipilih secara prasmanan , beberapa bisa dimasak ulang biasanya gorengan . makanan yang tersedia sangat khas sunda .",positive
1537,"tempat yang tidak terlalu besar , cukup enak buat nongkrong . harga relatif sangat terjangkau . tapi tempat tidak terlalu bersih , padahal itu penting , dan juga fasilitis seperti wi - fi mohon diperbaiki lebih lagi .",positive
1538,"kami datang saat hari kerja di bulan agustus 2016 sehingga tidak terlalu ramai . di pintu masuk sudah diarahkan ke reservasi untuk pemesanan tempat / saung . kami meminta untuk dekat air terjun , tetapi ternyata dapat saung yang cukup jauh juga dari air terjun . jika ingin saung dekat air terjun dengan pemandangan bagus , bisa meminta saung nomor s14 . nasi bakar dan chicken steak nya enak .",positive
1539,wajiblah ke sini lagi kalau ke bandung lagi . begah banget enak banyak . tidak rugi bayar 1 juta . tempat nya nyaman banget parkir nya gampang tempat nya enak banget dekat dari dago . jarang nih ke bandung dapat tempat makan seperti begini,positive
1540,"masuk ketempat ini sangat sederhana sekali , tepat nya di pinggir jalan lembang . ramai sekali , yang khas di tempat ini ayam goreng nya . karena kami sekeluarga kami memesan perekor . dan ada juga ayam bakar nya .",positive
1541,jnt memiliki kualitas pelayanan yang baik,positive
1542,"semalam kami sekeluarga makan malam di gading restoran . pesan ifumie sepecial , beef panggang . udang telur asin , mapo tahu dan mun tahu . semuanya enak .",positive
1543,"master of none . sayang - nya walau semua makanan enak bandung seolah berkumpul di sini , tapi kualitas makanan yang disajikan lebih rendah daripada kalau kita menyantap di lokasi asli - nya . sebut saja iga bakar jangkung yang lebih mantap dinikmati langsung di cipaganti .",positive
1544,"pangsit goreng yang kering ditambah saus yang enak menjadi pasangan serasi mi rica bakso ikan , tempat terbatas jangan lupa datang lebih awal",positive
1545,"mie nya enak banget di sini , rasanya pas banget . apalagi bakso pangsit nya . cuma memang tempat nya kurang bagus , layak untuk renovasi , cuma selalu penuh sih .",positive
1546,"dikarenakan sedang menginap di hotel sheraton , ketika malam tiba , kami mencari tempat untuk hang out . karena tidak mau jauh-jauh , jadi diputuskan untuk hang out di golden monkey . dikarenakan kami datang pada senin malam , suasana nya tidak ramai , cenderung sepi . jadi untuk mengobrol itu enak sekali . virgin mojito yang aku pesan lumayan ok .",positive
1547,"lokasi nya mudah dicapai , dari jalan banda sebelah heritage outlet menyusuri jalan progo sampai ke ujung bertemu jalan cimanuk . tempat nya nyaman dan nuansa nya sejuk . wifi nya lumayan kencang . main course yang kami coba : fish chips , triple decker sandwich dessert : peach waffle dan lupa nama nya tetapi ada saus bluberry ice cream almond kopi : kilamangiro kopi es beraroma .",positive
1548,"makanan nya enak banget . cita rasa international . suasana nyaman , santai , romantis . pelayanan memuaskan . pelayan nya ramah-ramah semua .",positive
1549,lokasi yang strategis sehingga banyak pelanggan yang mengunjungi tempat makan ala barat ini . tata ruang yang baik serta desain ruang yang asri,positive
1550,saya datang ke restoran ini karena melihat ulasan di ta . perjalanan ke sini cukup sulit karena jalan yang kurang bagus . restoran nya sendiri memiliki konsep di luar dan sejuk . makanan nya biasa saja dan cukup mahal . rekomendasi ke sini sore-sore .,positive
1551,"tahu nya enak , cuma adonan nya agak alot menurut saya pribadi . agak mahal , 1 potong nya 12 ribu . cukup besar sih . rasanya enak banget sih , jadi tidak masalah .",positive
1552,tidak akan salah ketika anda mencoba makan malam atau makan siang di sini tempat nya nyaman makanan juga uptodate . enak semua boleh dicoba saya paling suka pizza nya . khas nya itu lawang wangi gedung besar berwarna putih lalu banyak spot untuk ambil gambar untuk harga cukuplah dan saya tidak bosan untuk selalu balik lagi ke siniii,positive
1553,"suasana yang sangat nyaman untuk makan malam di restoran ini , semua makanan was sempurna . enak banget ! staf nya ramah ramah . pelayanan nya bagus dengan indri , andrea ramah . dan bartender yang experience . keep it naik kakak . sukses untuk semuanya",positive
1554,"saya sangat suka dengan semua menu makanan di pandan wangi , hanya setiap berkunjung ke sana selalu ramai sehingga kita harus antre dan apabila kemalaman kita dikenal juga sebagai kehabisan banyak pilihan menu , jadi sebaiknya kita reservasi lebih dulu agar kebagian makan nya",positive
1555,"ketika saya berkunjung ke istana plaza , pulang nya saya melewati jalan dari . radjiman . saya terkejut dikarenakan saya melihat bunga buka di bandung . saya baru tahu mengenai hal ini . karena memang saya sedang menghadap untuk makan barbeque korea , saya pun mengajak teman saya untuk makan malam di tempat ini . temapt nya oke karena terang dan terlihat baru . jarak antara meja pun luas sehingga kita . lanjutan",positive
1556,pilihan makanan nya banyak dan enak enak banget terutama mi yamien asin dengan bakso dan babat dan minuman jus nya segar banget,positive
1557,"perhatian , vienna yang dulu telah berubah . saat ini menjadi pujasera yang menaja jani aneka makanan dari pempek , lomie , hingga tahu gejrot . saya pesan sate , dan sate nya kurang enak .",positive
1558,membeli kue ulang tahun atau sekadar mencicipi makanan penutup di toko yang sudah mempunyai nama ini tidak ada salah nya karena harga yang ditawarkan pun sesuai dengan kantong . lokasi nya yang terletak di pusat kota dan mudah dijangkau kendaraan umum membuat tempat ini selalu ramai .,positive
1559,"setiap kali saya makan kemari , saya selalu memesan sop hisit dengan asparagus sebagai hidangan pembuka . dan sop hisit ini memang selalu terasa sangat enak . semangkuk sop hisit dengan telur kepiting , leng phan untuk bersepuluh , kodok goreng mentega , i fu mi , ikan tahu tausi , abalon mutiara , dan udang kipas dihargai kurang lebih dua juta lima ratus ribu rupiah .",positive
1560,"sapu lidi resto dengan suasana pedesaan , sawah , sugar , kolam ikan sangat menarik untuk makan bersama keluarga . saya dan keluarga pesan ikan bakar daun , ikan asin kering , karedok , ayam kahaseupan , tahu goreng . rasa makanan sih rata rata saja tidak istimewa . hanya suasana sekeliling sangat menarik .",positive
1561,resto selalu ramai apalagi saat malam minggu . dekat nya unik dan antik karena dipenuhi tema bujangan . menu juga kreatif dan inovatif terutama dengan nama-nama yang khas .,positive
1562,"bakmoy enak , kuah nya berbumbu , anda di sini bisa pesan juga rujak pengantin dan lotek yang cukup terkenal , hanya tempat terbatas harus bersiap antre . tapi semua sebanding dengan rasa yang diberikan .",positive
1563,"headset nya keren juragan , rekomendasi",positive
1564,mana mungkin saya melewatkan kunjungan kuliner saya ketika di bandung ? suguhan bawal goreng bakar beserta sambal nya luar biasa khusus nya bagi penyuka pedas . menu lainnya tak kalah enak nya kini sudah banyak berbagai pilihan yang tak kalah spesial . redsdipo selalu membawa rasa rindu akan lidah ini setiap kali menginjakkan kaki di bumi parahyangan .,positive
1565,"produk acer murah-murah sih , kualitas juga bisa banget bersaing , gue nyaman pakai nya",positive
1566,saya tidak kecewa dengan prabowo,positive
1567,"minuman nya enak-enak dan pilihan nya banyak . kursi nya agak terbatas , jadi lebih cocok untuk tak awal , dan waktu ke sana ngantri nya lumayan banyak jadi tidak kebagian tempat duduk . tapi kalau lagi sepi , enak buat tempat istirahat sewaktu jalan-jalan . worth it sih secara overall",positive
1568,"outlet rotiboy di bip berada di lantai dasar , tepat nya di samping outlet es teler 77 . konsep dapur terbuka , di mana konsumen dapat melihat langsung proses memasak roti nya , menjadi daya tarik sendiri bagi para konsumen yang lagi mengganti . gerai rotiboy di bip tidak terlalu besar dengan warna yang mendominasi adalah warna khas rotiboy yakni cokelat . menarik , asik , dan enak .",positive
